tensor_slicing_512x64x64x8_1x1x2x8,inplace,0,11882480,8641564,708317,77646,662451,67048,1329478,0,,385875968
tensor_slicing_512x64x64x8_1x1x2x8,0,dtu,7820959,9544416,197258,76046,198586,65926,740080,1048624,,385875968
tensor_slicing_512x64x64x8_1x1x2x16,cpu,9582543,12331311,7677025,698326,76352,661567,66967,1309142,0,,184549376
tensor_slicing_512x64x64x8_1x1x2x16,inplace,0,10342114,4442073,635354,43571,596814,34067,983914,0,,184549376
tensor_slicing_512x64x64x8_1x1x2x16,0,dtu,4029661,4825824,97810,42379,103794,34633,404071,524336,,184549376
tensor_slicing_512x64x64x8_1x1x2x32,cpu,5426848,6835655,4000217,328341,44100,331900,33742,681138,0,,83886080
tensor_slicing_512x64x64x8_1x1x2x32,inplace,0,5931787,2343316,294835,20962,299161,17296,462530,0,,83886080
tensor_slicing_512x64x64x8_1x1x2x32,0,dtu,1944409,2459736,48013,22250,49459,16636,209626,262192,,83886080
tensor_slicing_512x64x64x8_1x1x2x64,cpu,2805343,3492826,2158417,161899,23728,166940,16975,351715,0,,33554432
tensor_slicing_512x64x64x8_1x1x2x64,inplace,0,3043682,1287948,146091,10000,150643,8818,226095,0,,33554432
tensor_slicing_512x64x64x8_1x1x2x64,0,dtu,1026464,1280088,21473,11832,25954,8656,107934,131136,,33554432
tensor_slicing_512x64x64x8_1x1x2x4,cpu,12851546,24352052,29717497,1123496,272748,1076566,263767,3305508,0,,788529152
tensor_slicing_512x64x64x8_1x1x2x4,inplace,0,28425108,26000094,890685,150275,1070349,271767,2092877,0,,788529152
tensor_slicing_512x64x64x8_1x1x2x4,0,dtu,16463603,19001976,399765,141935,412935,145752,1403365,2109968,,788529152
tensor_slicing_512x64x64x8_1x1x2x8,cpu,10618886,16262530,15025544,832979,141836,794238,132407,1967687,16,,385875968
tensor_slicing_512x64x64x8_1x1x2x8,inplace,0,12007172,8641564,708648,77616,664776,67048,1329571,0,,385875968
tensor_slicing_512x64x64x8_1x1x2x8,0,dtu,7588748,9544416,197269,75947,198274,65957,739318,1048608,,385875968
tensor_slicing_512x64x64x8_1x1x2x16,cpu,9559914,12358661,7678465,699185,76256,661487,66836,1309243,0,,184549376
tensor_slicing_512x64x64x8_1x1x2x16,inplace,0,10394854,4447260,639511,43497,596325,34219,987487,0,,184549376
tensor_slicing_512x64x64x8_1x1x2x16,0,dtu,3943698,4825824,97774,42415,107807,33638,404314,524352,,184549376
tensor_slicing_512x64x64x8_1x1x2x32,cpu,5436700,6903889,4000217,329393,43401,334078,33782,676630,0,,83886080
tensor_slicing_512x64x64x8_1x1x2x32,inplace,0,5921417,2343316,294909,21066,299214,17364,463442,0,,83886080
tensor_slicing_512x64x64x8_1x1x2x32,0,dtu,1887889,2459736,46492,23343,49394,16717,216842,262176,,83886080
tensor_slicing_512x64x64x8_1x1x2x64,cpu,2812772,3565047,2158417,161823,23681,166887,16945,351281,0,,33554432
tensor_slicing_512x64x64x8_1x1x2x64,inplace,0,3048055,1287948,146241,10013,150853,8797,226347,0,,33554432
